id,title,abstract,keywords,
9674,高职数学教学的心理学研究,从心理学的角度探讨了象数学这样相对抽象的、重要的基础知识比较难于确定与职业技术教育相结合的切入点和结合部的原因，结合工作实践提出了针对于主体心理、算式心理和实用心理的改革意见。,高职教育数学教学;主体心理;算式心理;实用心理,
9675,提高中职数学有效性教学策略微探,数学是中等职业学校必修的文化课程之一，随着中等教学改革的不断深化，职业中学数学课教师无论是在更新教学理念，明确教学目标，还是改进教学方法和教学手段等方面，都需要积极探索，寻求有效的教学策略，以提高职业学校数学教学的实效性。文章探讨了提高中职数学教学有效性教学策略。,中职学校;数学教学;有效性教学;对策,
9677,让“创造性思维”走进绘画基础教学的课堂,本文依据左、右脑半球以各自不同的分工在创造性思维过程中协调工作的理论，主张在设计艺术教学的绘画基础课程中，应将创造性的思维方式视为绘画基本功训练的一部分，充分运用右半脑的潜在能力，使学生在获得必要的绘画技巧的同时，获得创造性思维的能力，从而成为迎接二十一世纪的、赋有创造潜力的人才。,基础数学;绘画;创造性思维,
9682,新课程背景下计算数学专业数学基础课教学改革探讨,随着新课程改革的不断深入，计算数学专业的数学基础课教学也与时俱进，进行了积极改革与创新。但是，在实际的基础课教学过程中，却存在着种种不利于专业发展的现象，影响了专业人才的培养。新形势下，认真分析当前计算数学专业基础课教学中存在的问题，并采取积极的措施进行改革，建设有针对性的人才培养机制，是摆在广大教育工作者面前的一件重要的事情。,计算数学;数学基础课;存在问题;改革措施,
9687,回顾吉林大学早期的计算数学专业——李荣华、冯果忱教授访谈录,计算数学是现代数学的一个重要分支，主要是在新中国成立后发展起来的。吉林大学数学系1956年开设了近似方法专门化，1957年苏联计算数学专家梅索夫斯基赫应邀到长春讲学，组建了计算数学教研室，并于1958年正式建立了计算数学专业，成为我国最早创办计算数学专业的高校之一，影响了其后清华大学、复旦大学、武汉大学等高校计算数学专业的创办。通过对李荣华、冯果忱两位当事人的访谈，获得了吉林大学1956年到1958年创办计算数学专业的史料，对这一时期计算数学在高等院校的发展有了初步认识，为进一步研究计算数学在中国发展打下了基础。,吉林大学;计算数学;近似方法;徐利治;李荣华;冯果忱;师资培训班,
9690,探讨计算数学同经济学的有效结合,伴随高等院校的快速发展，教育部门对高校专业提出了更高要求和标准，在计算数学教学的过程中，教师应逐渐渗透经济学相关知识，这就要求教师应熟悉和了解计算数学与经济学的关系。长期以来，在计算数学教学的过程中，虽然取得一些成效，但是仍然存在很多缺陷，教师不能更好的将计算数学与经济学有机的结合在一起。本文主要阐述了计算数学与经济学的内在联系，以及计算数学的发展趋势。,计算数学;经济学;结合,
9691,趋向综合  重视基础  服务地方——试论地方综合性大学学科建设的合理发展道路,结合地方综合性大学学科建设的具体实践，从“在趋向综合中合理布局”、“在注重基础中提升水平”、“在服务地方中形成特色”三个方面，探讨地方综合性大学应如何在激烈的市场竞争中抓住机遇进行学科建设，以求得特色化生存。,地方综合性大学;学科建设;特色,
9692,西北师范大学自然科学基础研究状况分析与对策,从研究队伍、项目和经费、SCI论文等方面介绍了西北师范大学在自然科学基础研究方面取得的进步，分析了当前学校基础研究工作中存在的问题，并提出加大经费投入等若干措施，以期增强学校的基础研究实力.,基础研究;状况分析;存在问题;对策,
9695,高职数学课程改革探索与实践,随着科学技术的飞速发展，知识经济社会对教育提出了巨大的挑战，对高职数学课程提出了新的要求，高职数学的教学必须进行全方位的改革。本文总结了张家界航空工业职业技术学院高职数学课程教学内容、方法、手段和评价方式改革的一些做法。,高等数学;教学改革;多媒体技术,
9696,组合数学浅析,该文介绍了组合数学的定义及研究内容，组合数学的经典问题及组合数学在日常生产、生活和计算机科学中的广泛应用和重要意义。,组合数学;四色问题;邮差问题,
9697,改革高职数学课程的探索与实践,随着科学技术的飞速发展，知识经济社会对教育提出了巨大的挑战，对高职数学课程提出了新的要求，高职数学的教学必须进行全方位的改革。本文总结了我院数学课程教学内容、方法、手段和评价方式改革的一些做法。,高等数学;教学改革;多媒体技术,
9698,“实变函数论”课程教学改革的探索与实践,《实变函数论》是高等院校数学专业的基础课，为了让学生学好这门课程，我们在原有教学模式的基础上进行了一些改革尝试.我们鼓励学生进行课堂讨论，加强数学思想体系的构建，培养学生的创新精神与应用意识.,实变函数论;高等教育;教学改革,
9699,高职数学分层教学与课程体系改革探析, 分层教学 自古有之，伟大的教育家孔子的 因材施教 就是最早的分层思想。笔者力图从理论与实践的角度，结合山西工程职业技术学院实际情况，详细分析高等数学课程的现状及所存在的问题。为了让高职院校层次不齐的学生都能有所获益，结合教学实践，提出了高职院校高等数学分层教学、必修+限定+选修的课程构想。,高等教育;分层次;教学模式;课程体系,
9700,浅谈中职数学课的教学方法,职业高级中学数学教学是教育的一个重要的组成部分，探求一种行之有效的数学课堂教学方法与模式是我们数学教育工作者的长期任务。中等职业学校的学生既没有升学压力也没有强烈的升学意识，他们往往只重视毕业后能不能找到一份好工作，同时学生没有认识到数学到社会上的用处，因此，他们往往重视专业课、专业基础课，轻视文化课，认为学不学数学一个样，从而不重视数学的学习。这种恶性循环直接影响中等职业学校数学的教学质量。,中职教学;教学方法;学生观念,
9701,论大学与经济的关系,一些论著认为大学与经济的关系是作用与反作用、制约与反制约的关系。实际上，大学与经济的关系并非对称的。在正常情况下，大学的出现、生存与发展是主动的，它在经济方面的作用是其衍生出来的广泛社会作用中的一个方面，且是后生、间接的。在大学与经济关系的生成和发展过程中，经济越来越依赖大学是一个基本趋势;而大学在经济越来越依赖自己的同时仍然是主动的，仍然可以保持自己独立特行的性格。大学依托的是人类智慧，又以发展人类智慧为根本宗旨，其他一切皆为其派生物。,大学;文化;经济,
9703,对数的概念及应用教学设计,本文阐述了在数学教学中以生本教育理论为指导，结合卫生类中职学校的实际情况，利用基础数学支撑实用医用数学的学习。以 定性 为主，以 够用 为度，突出应用，应知为应会服务，强调能力的培养，支撑后续的学习与工作，力求贴近学生实际情况和卫生类中职教育的发展现状。选用高等教育出版社《数学》教材中的对数的概念及应用，精心地展开课堂设计。,数学;对数教学;教学设计,
9704,英国14-19岁普通教育资格认证制度改革述评,文章对英国《14-19岁改革工作组的最后报告:14-19岁课程和证书制度改革》中有关14-19岁普通教育新文凭框架、认证标准和评价模式作一简介和述评，以期为我国的普通高中考试制度改革提供些许借鉴。,英国;14-19岁普教;资格认证制度;改革,
9707,试论预科课程改革,暨南大学预科教育开办十年来，从单纯补习发展到全面学习、衔接过渡阶段，目前存在的问题主要表现在课程设置指导思想落后，忽视学生的文化背景和学习基础，偏重理论教学，忽视隐性课程作用的发挥等。改革的主要对策有:树立 以学生为中心 的教育观;根据学生的不同文化背景和学习特点，设计课程;改革核心课程，突出专业方向性选修课;重视隐性课程，加强学校制度文化建设等。,预科;课程改革;隐性课程,
9712,高职院校应注重学生数学思维的培养,数学思维是一种综合性比较强的思维体系，是在数学研习过程中培养和产生的一种思维方式。在现实应用中更贴近工作和生活，对职业发展和职业竞争力的提升有一定的帮助。文章对职业人才数学思维培养的必要性进行了讨论。,数学思维;能力;职业,
9713,论教科书知识的客观性,当前人们对教科书知识的客观性有种种批评与责难。从正面来看，教科书知识的客观性是指:越是教科书知识越重视知识的客观性;学校教育的年段越低，教科书知识就越具有普遍性;强调教科书知识的客观性，并不会抹杀知识的主体相关性。,教科书知识;知识的客观性;知识的普遍性,
9717,基于创新实践能力培养的大学数学教学改革研究,培养大学生的创新实践能力是大学教学改革的重要目标。大学数学教学应该改变传统偏重理论和解题方法的教学方式，实施有效的改革，构建起以创新实践能力培养为目标的大学数学教学体系。文章对此进行探索，探讨了在大学数学课程教学中加强创新实践能力培养的方式、数学学习与教师科研方向相结合的方式、充分激发学生自主创新精神的方式。,大学数学;教学改革;创新实践能力,
9718,浅谈特校聋生基础数学课程的教学,纵观我们当前的聋校数学课堂教学，普遍采用 教师讲解——学生练习——教师辅导——学生作业 的流程组织教学。在教学过程中，教师的讲解占用了大量的课堂时间，学生几乎没有使用数学语言进行 说理 的机会。在教学中，普遍存在着这样的现象:学这就需要我们老师在教学中要引导学生真正理解所学知识点，能够用自己的语言完整科学地阐述数学概念、定理，从而使学生真正牢固地掌握数学知识，有效提升数学课的课堂教学效率。,聋校;数学;直观教学;基本概念,
9719,中国对美国基础数学教育的借鉴与争议,改革开放以来，中美数学教育交流丰富而深入。中国的数学基础教育借鉴美国数学教育的四个优点是:确立了以人为本的教育理念;凸现了数学的技术特征;提升了数学应用意识;课程的集权管理改革。当然，在借鉴的同时也引起激烈的争议。,美国;基础数学教育;中国;借鉴;争议,
9720,一种特殊的算子空间及其应用,本文引进一种特殊的算子空间，并证明了它的两个性质，进而又用它的性质对基础数学学科中四个较著名的定理进行了讨论。,算子空间;应用,
9721,数学及其应用,从数学的定义出发 ，论述了数学的特点 :内容的抽象性、应用的广泛性、推理的严谨性 ;把数学的内容慨括为三个部分 :基础数学、应用数学和计算数学 ;讨论了当今数学的发展趋势 ，并用大量的事实说明了数学在日常生活、国民经济、军事科学等方面都具有重要而广泛的应用,数学的特点;数学的内容;发展趋势;数学的应用,
9722,关于新形势下大学工科数学课程教学体系改革的研究与实践,本文针对所在学校面临的工科学生的培养模式和目标要求，结合工科数学精品课建设和在教学各环节中的实践，对大学工科数学课程教学体系进行了多年的改革探索和研究，得出了很多有益的结论。,工科数学课程;分层次教学;教学体系;数学建模,
9723,基础数学教学如何培养学生数学语言素质,本文简述了培养学生数学语言素质的必要性，着重论述了培养学生数学语言素质的途径，即遵循语言、思维、素质三者协同发展的“三度创作”。,培养;数学语言素质;三度创作,
9727,我在模式识别和图象数据库领域的成果,<正>７０年代我从基础数学转到信息科学领域，１９７８年开始模式识别研究。１９７９年到１９８０年相继提出了用于癌细胞识别的形状特征和树分类器设计方法，是我国模式识别方面在国际上发表的较早成果之一。随后，我又系统地建立了一类适于景物分析且句法,模式识别;图象;数据库,
9728,二阶奇异Hamilton系统的同宿轨道,<正> 在[1]中 Rabinowitz 用变分方法研究了 Hamilton 系统异宿轨道，在[3]中当满足超二次的情况下，讨论了无穷多条同宿轨道。Tanaka[4]用周期解逼近，同宿轨道的方法，研究了二次奇异 Hamilton 系统存在一条同宿轨道.本文用[3]中变分方法讨论了二次奇异 Hamilton 系,基础数学;Hamilton系统;同宿轨道,
9730,关于高校计算机专业数学课程教学的思考,数学教育在高校计算机教育系统中有着重要地位。本文就计算机专业的数学课程的重要性、教学过程中存在的一些问题以及教学方法提出了一些看法。,计算机;数学课程;教学,
9731,农科大学生数学实践能力培养体系研究,如何在传授数学基础知识的同时提高大学生的数学实践能力，充分发挥数学学科的作用，一直是普通高等农业院校数学教学改革的重点。借鉴其他高校教学改革的成果及自身教学的实践经验，从常规教学、数学实验、数学建模等方面探索提高农科大学生数学实践能力培养体系，强调从理论基础到实践，再从实践到创新的能力培养过程，为深化数学实践教学改革理顺思路，为培养学生的数学素质和创新能力搭建平台。,农科大学生;数学;实践能力;培养体系,
9733,新课程背景下微课在基础数学教学的应用,当代教育事业始终伴随着社会经济建设而不断发展，教学理念的更新成为了重要驱动，为了应对教育发展的切实需要，教学方法的创新应用成为了必由之路。在现代信息技术的促进作用下，微课凭借着诸多的优势而广为当前教育实践所应用，尤其是在新课程背景下，小学数学教学同现代信息技术的结合更成为了教育界广泛关注的重点。本文将以此为出发点，浅谈新课程背景下小学数学教学应用微课的方法。,新课程;微课;小学数学;教学应用,
9734,浅谈大学基础数学教学与素质教育,针对社会上数学无用等错误认识，阐述了学校里所受过的数学训练、所领会的数学思想和精神无时无刻不在发挥着积极的作用的观点，并进一步论述了教师应该把传授知识与提高数学素质有机地结合起来，并且应阶段性地接受再教育，从而达到数学知识来源于生活，服务于生活的目的。,素质教育;基础数学教学;数学建模;再教育,
9742,对《计算机数学基础》数学实验课的认识与实践,本文论述了高职院校计算机专业《计算机数学基础》开设数学实验课的必要性，遵循的基本原则。从教学实践出发，介绍了一些实施办法，并提出了存在的问题。,数学实验;基本原则;实施办法;存在问题,
9747,技术创新扩散及其基础数学模型的研究,本文阐述了技术创新扩散的基本概念 ，并对其基础数学模型进行了研究和讨论,技术创新;创新扩散;模型研究,
9748,幼儿数学实践活动的价值探寻,幼儿数学实践活动是一种以幼儿为主体的教学形式。它的出现是适应基础数学教育课程改革的需要;是解决幼儿数学教育现存问题的需要;是适合幼儿认知数学知识特点的需要;更是促进幼儿早期数学素质发展的需要。,数学;幼儿数学;幼儿数学实践活动;需要,
9752,新加坡理工学院数学课程设置及对我国高职的启示,目前我国高职院校数学课程中主要存在着专业针对性不强、难以满足不同水平学生发展的需要、难以实现数学与信息技术的有效整合等问题。基于此来分析新加坡理工学院的数学课程，发现其具有以下几个特点:依据专业需要选择数学知识模块;依据学生不同层次的数学水平设置不同层次的模块;教学中基于实际问题的解决整合信息技术。借鉴这些经验，我国高职数学课程的设置应进一步考虑不同专业、不同层次学生的数学水平及发展的多元化需要，打破学科课程体系的壁垒，为不同专业学生设计数学课程模块，并将信息技术有机整合进数学课程。,新加坡理工学院;高等职业教育;数学;课程设置,
9755,浅议独立学院线性代数课程的宏观教学,本科教育的重点是培养学生的素质潜质，这由校园文化建设、资源水平与教育内容(主要是培养方案和课程教学)方法等决定。该阶段重点培养学生的素质潜质。根据其课程设置的特点，学习内容较宽泛，更利于培养学生的综合素质与创造性。本文主要介绍大学基础数学中《线性代数》课程的学习方法，并根据作者自己的教学经验，给出了一种宏观教学方法。,线性代数;宏观教学;矩阵的初等变换;行列式的计算,
9758,小学毕业班数学复习教学的策略分析,随着信息时代的快速发展，为了能够提高小学毕业班数学复习的整体教学质量，同时让小学毕业班数学复习能够在最后取得一个较好的成绩，就需要制定一个合理的、科学的复习计划，保证清晰的数学复习的学习思路，并且对小学数学进行整理和分类，增加数学复习的研究性与系统性。本文对小学毕业班数学复习的过程中出现的问题进行了研究，并提出了解决的办法，有助于小学毕业班数学复习教学的发展。,小学毕业班;数学总复习;教学策略;效果,
9760,浅谈中等职业教育公共课程的设置,在中等职业教育中，公共课往往不被学校、教师和学生重视，课程的设置不尽如人意。实际上公共课在中职教育中的作用是与专业课相辅相成的。课程的设置者应当结合中职教育不同专业的特点，充分考虑学生的实际情况，灵活制订教学计划，对各课程作出合理的安排。,中职教育;公共课;实用性;课程设置,
9761,高校基础数学教学的探讨,本文从《经济数学基础》课程的培养目标、高校大学生的数学能力和数学实验课的开设几个方面 ，对高校基础数学教学提出自己的一些看法 ，供同行参考 .,数学教学;数学能力;数学实验课,
9764,如何从集合论观点看待数学教学,集合论在现代数学的发展中起到了基础作用，也使几个数学分支统一到一起。集合论贯穿于整个数学从基础数学到高等数学的知识系统中，无论是概念还是方法，集合论都有着不可替代的作用。,集合论数学教学思想方法,
9765,新世纪高等农林院校数学课程基本建设的思考,:总结了“九五”期间数学教学改革取得的成绩 ，提出了今后高等农林院校数学教学管理及学科发展的若干设想。对面临的实际问题提出了简单的应对措施,数学;教学管理;学科发展,
9766,“模拟电子线路”中结合数学物理内容的教学方法探索, 模拟电子线路 是电子信息类一门重要的专业基础课，是电子信息类专业整个知识和能力体系的重要支柱之一。本文针对 模拟电子线路 的教学进行了思考，以具体问题为例，阐述了如何强化数学物理内容，并为 模拟电子线路 的教学服务。,模拟电子线路;数学物理基础;电子信息,
9767,浅谈高中数学中立体几何教学策略,将立体几何学习过程分为三个阶段:首先，是基础阶段。在基础阶段教学中要帮助学生完善教学知识结构，让学生熟练掌握基本数学理论。其次，是锻炼学生的逻辑论证思维，逻辑推理论证是沟通基础数学知识与空间几何的桥梁。最后，培养学生的空间想象力，结合基础知识与逻辑推论等方面的能力，完成考试过程中所要求的内容。,立体几何;数学能力;空间想象力;逻辑推理能力,
9770,经济类院校数学模型课的开设,本文分析了经济类院校中数学模型教学的特点，提山数模教学应针对具体情况选择教学内容，并采用教学与讨论相结合的方法。文中还给出了利用现成的软件包求解模型的两个实例。,数学模型;数学特点;软件,
9771,如何提高材料物理专业固体物理课程的教学质量,文章从分析固体物理学教学的内容，补充量子力学和统计物理的相关基础知识，加强基础数学课程和普通物理课程的教学力度，引入原版外文教材，注重物理意义的讲解五个方面探讨了如何提高材料物理专业固体物理课程的教学质量。,材料物理专业;固体物理;物理意义,
9772,浅谈高职高专数学教学改革,阐述了在新时期下大学基础数学在高等教育中的地位和作用，分析了大学基础数学教育的现状和存在的问题，提出了教材改革、教法改革和教学手段改革的具体措施，力图把最好的数学教育奉献给学生。,大学基础数学;教材改革;教法改革;教学手段改革,
9773,民族院校基础数学教学的可视化探究,该文通过大量的实例，对于民族院校基础数学教学可视化的必要性和重要性进行了探讨，最后提出了几点在民族院校中数学教学可视化的手段和方法。,民族院校;数学教学;可视化,
9774,Lorentz空间型中具有平行Ricci曲率的类空超曲面,设Mn是Lorentz空间型Nn+1(c)中具平行Ricci曲率的类空超曲面(n 3)，本文给出了这类超曲面的分类;如果Mn还是极大的，本文也给出了这类超曲面的分类.,Lorentz空间型;平行Ricci曲率;Gauss方程;类空超曲面,
9776,随机变量的矩在证明积分不等式中的应用,概率论不仅广泛运用于应用学科，而且在基础数学中也有着重要应用.基础数学中一些重要的定理、公式、不等式等都可以用概率论的方法得到证明.文〔1〕利用概率方法证明了一些代数不等式.本文主要利用概率中随机变量矩的一些重要不等式证明了一些重要的积分不等式，具有直观性、可行性和简便性.,概率;不等式;随机变量;随机变量矩;可积;均匀分布,
9777,一种求矩阵方程AXB=C最小二乘对称解的迭代法,提出一种迭代法求最小二乘问题min‖AXB-C‖的对称解.通过这种方法，给定初始对称矩阵X1，在没有舍入误差的情况下，经过有限步迭代，找到它的一个对称解.并且，通过选择一种特殊的初始对称矩阵，得到它的最小范数对称解X*.另外，给定矩阵X0，通过求解最小二乘问题min‖AB-‖(其中=C-AX0B)，得到它的最佳逼近对称解.,迭代法;矩阵方程;对称解;最小范数解,
9778,浅谈高职院校数学的分层次教学——以安徽电气工程职业技术学院为例,基于对学生学情的全面分析，分层次教学充分考虑到高职学生的个体差异，在高等职业院校数学的教学中已经成为一种必然趋势。文章根据安徽电气工程职业技术学院两轮完整的分层次教学，阐述了数学分层次教学的必要性和实施的具体举措。分层次教学有利于提高教学质量，应不断总结经验，汲取教训，更好地推广下去。,高职院校数学课程;分层次教学,
9779,测量控制网优化设计中建模与求解的一般方法,本文在目前国际公认的求用带约束非线性规划最为有效的方法之一─—逐步二次规划（ＳＱＰ）法的基础上，结合目标规划原理，导出一套适用于求解一般的多目标优化模型的逐步线性目标规划（ＳＬＧＰ）法。基于ＳＱＰ法和ＳＬＧＰ法的先进性，又提出解决一般测量控制网优化设计问题的总体思路和方法，并给出了新的建模方法。,测量控制网;建模;非线性规划;优化设计;目标规划,
9780,浅析基础数学中案例的适切性,高中数学老师的教学模式大多是借助案例展开分析，将所要教授的知识与技巧传达给学生，这样会有助于学生对知识的理解。尤其像集合、向量这样的新知识，学生一开始是难以理解的，这就更需要具体合适的案例来加深学生对其的理解。本文从了解数学知识内涵、培养学生思维能力、开展师生深入互动这三个方面，就高中数学学习当中所选用案例的适切性进行分析，希望能够为正在进行高中数学学习的学生提供参考。,高中数学;案例;适切性,
9783,一种改进的超越函数通用算法,提出一种适用于高性能计算的基础数学库超越函数通用算法。基于转换、近似、重建等技术，对级数法和迭代法进行改进，运用函数收敛性最好的一段区间进行函数算法设计，通过减少运算次数来降低因多次运算导致的累积误差，保证函数算法的精度。利用查表法构造辅助表参与运算，减少算法开销。测试结果表明，与GNU数学库函数相比，基于该算法的数学库函数运行效率平均提升50.91 %。,基础数学库;超越函数;算法转换;级数法;迭代法;查表法,
9785,独立院校基础数学类课程考评体系的改革与实践,高等数学类课程是高校的基础课程，本文针对独立学院的具体情况，结合数学类课程内容的特点，建立适合独立学院的考评体系。,独立学院;数学类课程;考评体系;改革,
9786,新课程标准下高师数学教师面临的挑战及要求,从基础数学教育改革以及培养创新型人才的角度阐述了实施数学新课程标准的重要性和必要性;从适应数学新课程标准的角度，分析了高师数学教师面临的压力和挑战;提出了高师数学教师面对挑战应具备的素质以及完善自身素质的途径.,数学新课程标准;高师数学教师;挑战;要求,
9787,高职院校的数学教学应与专业人才培养目标相统一,当下，高职数学教学存在着与高职人才培养目标相分离的现象，导致了教学效果不彰，管理失当，未能充分发挥其在高职人才培养中的应有作用。高职数学教学应在教学理念、课程体系、教学方法、教学模式等环节上加以革新，实现数学教学与专业人才培养目标的统一。,高职数学;教学现状;对策研究;教学改革,
9790,论基础数学工具的创新运用,在建立叶轮机三元流面理论时，吴仲华巧妙地、创造性地提出了全导数型的沿流面方向偏导数的概念和表达式，导出了两类流面气动力学数学模型，不但数学形式简洁，而且具有明晰的物理意义，有利于分析和求解。在吴氏流面理论的启示下，作者不断致力于基础数学工具和概念的推广和创新运用，挖掘并发挥其潜在功能。本文将通过流体力学、传热学以及最优控制论方面的一些实例来综合介绍个人的心得和体会。,叶轮机;三元流面理论;差分法;流体力学;传热学;最优控制理论,
9791,与时俱进  不断提高教材的开放性、现代性和应用性——修订基础数学教材《常微分方程》的探索,本文讨论了在修订《常微分方程》(第三版)和编写《常微分方程学习辅导与习题解答》过程中，探索基础数学教材中如何与时俱进;在保留原有优点基础上不断提高开放性、现代性和应用性，特别是在信息化进程中信息技术的应用等方面的问题。,基础数学教材;常微分方程;信息技术,
9792,浅谈我国基础数学文化教育的历程,作为世界数学大国，伴随着国力的增长，我国的教育水平也在飞速发展，但同时应试教育也愈演愈烈，人们开始反思，在提倡素质教育的背景下，基础数学教育也开始重视文化教育，并在新的教改中前所未有得到重视，数学文化的内容首次进入了教材。全景式地梳理我国基础教育中的数学文化教育从被忽视、到热烈探讨到被重视和实施的过程。,数学教育;数学文化教育;数学史,
9794,高职高专院校数学教学模式的探索与实践,根据高职高专院校人才培养目标及特点，建立了具有高职高专特色的数学教学模式，并在实践中取得了较好的效果。,能力培养;模式;板块;数学教学,
9795,P-反演半群上的强P-同余的刻画(英文),利用P-反演半群的强P-核正规系刻画其上的强P-同余，证明了P-反演半群的每个强P-同余由它的强P-核正规系唯一确定.,基础数学;半群;P-反演半群;强P-同余;强P-核正规系,
9799,基于可信性理论的电力系统运行风险评估 (二)理论基础,在实际研究中遇到的新问题是:传统架空线路的可靠性统计指标难以表达现场运行中线路故障的可能性，单纯采用可靠性数学理论无法进行全系统的运行风险评估。实际上，电力系统的不确定性同时包含着随机性和模糊性2个方面，但受限于概率论与模糊论在基础数学领域内是相互独立的理论体系，传统上在电力系统只能将它们分开研究。可信性理论是2004年基础数学领域完成的数学分支，它给出了基于测度论的模糊论的公理化体系，并提供了随机性与模糊性综合评估的严格数学基础。文中首先介绍引入可信性理论的必要性，然后较为详尽地介绍了可信性理论中的基本公理、可信性测度、模糊变量期望值、随机模糊变量期望值等基本内容。上述内容是可信性理论在电力系统应用的必要基础。,电力系统运行;风险评估;可信性理论;可信性测度;模糊变量期望值算子;随机模糊变量期望值算子,
9802,浅议技工院校数学一体化校本教材的建设,近几年，技工院校数学教材建设已取得一定成果，但仍然无法满足日益提高的教学需求。各地技工教育迅猛发展，迫切需要技工院校开发数学校本教材，以实施一体化教学。文章就技工院校数学教材开发现状、一体化校本教材开发的迫切性以及方法展开讨论。,技工院校;数学校本教材;一体化教学,
9806,高等农林院校数学硕士学科点建设的思考,随着部分高等农林院校向综合性大学发展，数学硕士学位研究生的培养在高等农林院校逐步得以开展。目前，高等农林院校数学硕士学科点的建设主要具有创建时间短、基础较弱但是教师集体凝聚力强、研究方向的互补性强、具有较多的交叉研究机会等特点;同时，面临着师资力量有待加强，研究方向分散、缺乏特色，生源数量不足、素质参差不齐，本、硕专业的关系有待理顺，学科点内外的有效学术交流有待加强等问题。为此，提出高等农林院校数学硕士学科点建设应侧重于2个关键点:一是通过引进优秀人才和优化师资结构，完善导师遴选机制、考核机制和激励机制，加强导师的职前和在岗培训，保障导师的科研工作时间等，加强导师队伍建设;二是通过加强基础数学领域相关研究方向的建设、加强与农林类相关学科的合作研究、依托所在区域的数学学科优势、在短时间内凝练出主干研究方向等，加强研究方向建设。同时，从课程建设、人才培养模式、交流合作、理顺本、硕专业的关系等方面，提出进一步加强高等农林院校数学硕士学科点建设的建议。,高等农林院校;研究生教育;数学硕士学科点;学科建设,
9810,二级学院基础数学教学的思考,正视二级学院数学教学现状 ，分析造成现状的原因。重点提出改进基础数学教学的五项对策 ，尤其对化归法授课做了详细阐述。,二级学院;数学教学;对策;化归法,
