10,"{'郑伟光', '现金', '10645848', '西藏莱美', '瑞森投资', '7097232', '8871540', '20581973', '36', '六禾世元'}",98454,0,set(),6,"{'36', '现金', '西藏莱美', '瑞森投资', '郑伟光', '六禾世元'}",10,"{'36', '现金', '10645848', '西藏莱美', '瑞森投资', '7097232', '8871540', '20581973', '郑伟光', '六禾世元'}"
24,"{'西藏丹巴达杰科技有限公司', '196205680', '现金', '256401576.1', '竞价', '上海纪辉资产管理有限公司', '184670300', '47089363', '1111073529', '共青城量能投资管理合伙企业(有限合伙)', '102026954', '北京新华富时资产管理有限公司', '512803164.6', '天安人寿保险股份有限公司', '西藏格桑梅朵科技有限公司', '62785818', '2011059567', '23544681', '769204750.1', '余斌', '2136679855', '70634045', '683737558', '36'}",14111106,4,"{'512803164.6', '竞价', '256401576.1', '769204750.1'}",8,"{'现金', '北京新华富时资产管理有限公司', '天安人寿保险股份有限公司', '西藏丹巴达杰科技有限公司', '上海纪辉资产管理有限公司', '西藏格桑梅朵科技有限公司', '余斌', '36'}",20,"{'共青城量能投资管理合伙企业(有限合伙)', '102026954', '62785818', '现金', '北京新华富时资产管理有限公司', '天安人寿保险股份有限公司', '1111073529', '西藏丹巴达杰科技有限公司', '23544681', '上海纪辉资产管理有限公司', '184670300', '2136679855', '西藏格桑梅朵科技有限公司', '余斌', '47089363', '196205680', '70634045', '683737558', '36', '2011059567'}"
16,"{'羚锐发展', '银高投资', '11500000', '现金', '百瑞信托', '124200000', '4000000', '定价', '京裕投资', '118800000', '11000000', '4629629', '49999993.2', '43200000', '上海证券', '36'}",1150097,8,"{'11500000', '124200000', '4000000', '118800000', '11000000', '4629629', '49999993.2', '43200000'}",8,"{'羚锐发展', '银高投资', '现金', '百瑞信托', '定价', '京裕投资', '上海证券', '36'}",8,"{'羚锐发展', '银高投资', '现金', '百瑞信托', '定价', '京裕投资', '上海证券', '36'}"
6,"{'现金', '1818600000', '竞价', '上港集团', '420000000', '36'}",314490,3,"{'竞价', '420000000', '1818600000'}",3,"{'36', '上港集团', '现金'}",3,"{'现金', '上港集团', '36'}"
24,"{'10638297', '国投瑞银基金管理有限公司', '11702127', '现金', '109999995.7', '西部证券股份有限公司', '财通基金管理有限公司', '竞价', '5718090', '诺德基金管理有限公司', '17420212', '北信瑞丰基金管理有限公司', '10771276', '130999994.2', '87999995.04', '14627659', '九泰基金管理有限公司', '瑞元资本管理有限公司', '天弘基金管理有限公司', '孙晓光', '43000036.8', '79999993.44', '80999995.52', '12'}",15335815,5,"{'109999995.7', '竞价', '79999993.44', '80999995.52', '87999995.04'}",11,"{'现金', '北信瑞丰基金管理有限公司', '九泰基金管理有限公司', '瑞元资本管理有限公司', '西部证券股份有限公司', '财通基金管理有限公司', '天弘基金管理有限公司', '孙晓光', '国投瑞银基金管理有限公司', '诺德基金管理有限公司', '12'}",19,"{'11702127', '现金', '北信瑞丰基金管理有限公司', '九泰基金管理有限公司', '10638297', '瑞元资本管理有限公司', '西部证券股份有限公司', '财通基金管理有限公司', '天弘基金管理有限公司', '孙晓光', '43000036.8', '10771276', '130999994.2', '5718090', '国投瑞银基金管理有限公司', '诺德基金管理有限公司', '17420212', '12', '14627659'}"
11,"{'天津康荣股权投资合伙企业(有限合伙)', '现金', '天津六禾碧云股权投资基金合伙企业(有限合伙)', '3610000', '博时基金管理有限公司', '2400000', '竞价', '3000000', '博弘数君(天津)股权投资基金合伙企业(有限合伙)', '8000000', '12'}",1219384,10,"{'天津康荣股权投资合伙企业(有限合伙)', '现金', '天津六禾碧云股权投资基金合伙企业(有限合伙)', '3610000', '博时基金管理有限公司', '2400000', '竞价', '3000000', '博弘数君(天津)股权投资基金合伙企业(有限合伙)', '8000000'}",1,{'12'},1,{'12'}
6,"{'现金', '423000000', '定价', '天津开发区德源投资发展有限公司', '20200000', '36'}",1423666,2,"{'423000000', '20200000'}",4,"{'天津开发区德源投资发展有限公司', '现金', '定价', '36'}",4,"{'天津开发区德源投资发展有限公司', '定价', '现金', '36'}"
19,"{'6000000', '现金', '中国国际金融有限公司*', '华安基金管理有限公司', '5000000', '江苏瑞华投资发展有限公司', '定价', '15000000', '德意志银行', '7000000', '24', '深圳市海丰源投资股份有限公司', '富国基金管理有限公司', '中再资产管理有限公司', '中化化肥有限公司', '10000000', '国联证券有限责任公司', '上海证券有限责任公司', '12'}",532151,2,"{'10000000', '定价'}",13,"{'6000000', '现金', '华安基金管理有限公司', '江苏瑞华投资发展有限公司', '德意志银行', '24', '深圳市海丰源投资股份有限公司', '富国基金管理有限公司', '中再资产管理有限公司', '中化化肥有限公司', '国联证券有限责任公司', '上海证券有限责任公司', '12'}",17,"{'6000000', '现金', '中国国际金融有限公司*', '华安基金管理有限公司', '5000000', '江苏瑞华投资发展有限公司', '15000000', '德意志银行', '7000000', '24', '深圳市海丰源投资股份有限公司', '富国基金管理有限公司', '中再资产管理有限公司', '中化化肥有限公司', '国联证券有限责任公司', '上海证券有限责任公司', '12'}"
9,"{'2069356300', '现金', '451328200', '云南黄金', '竞价', '601770900', '云铜集团', '迪庆州投', '36'}",15328374,3,"{'2069356300', '451328200', '601770900'}",6,"{'现金', '云南黄金', '竞价', '云铜集团', '迪庆州投', '36'}",6,"{'现金', '云南黄金', '竞价', '云铜集团', '迪庆州投', '36'}"
21,"{'华安基金管理有限公司', '浙商证券有限责任公司', '1900000', '杭州财通网络科技有限公司', '39864000', '泰康人寿保险股份有限公司', '兴业证券股份有限公司', '1200000', '国泰君安证券股份有限公司', '9060000', '10872000', '17214000', '上海申能资产管理有限公司', '4400000', '七匹狼投资股份有限公司', '1500000', 'Deutsche Bank Aktiengesellschaft', '13590000', '台州市恒焜基础工程有限公司', '1000000', '12'}",972134,9,"{'17214000', '1900000', '4400000', '10872000', '1200000', '1500000', '39864000', '9060000', '13590000'}",2,"{'Deutsche Bank Aktiengesellschaft', '12'}",12,"{'华安基金管理有限公司', '兴业证券股份有限公司', '上海申能资产管理有限公司', '浙商证券有限责任公司', '台州市恒焜基础工程有限公司', '杭州财通网络科技有限公司', '七匹狼投资股份有限公司', '国泰君安证券股份有限公司', 'Deutsche Bank Aktiengesellschaft', '泰康人寿保险股份有限公司', '1000000', '12'}"
7,"{'现金', '90000000', '任思龙', '竞价', '30000000', '36', '卢生江'}",1785712,2,"{'90000000', '30000000'}",5,"{'现金', '任思龙', '竞价', '36', '卢生江'}",5,"{'现金', '任思龙', '竞价', '36', '卢生江'}"
18,"{'浙江富春江通信集团有限公司', '130590955.4', '吴斌', '民生加银-西南证券鑫牛定向增发42号资产管理计划', '113557358', '张忠梅', '24130940.1', '1248799', '9226532.2', '竞价', '191145988.1', '15369839', '深圳潇湘君秀投资企业(有限合伙)', '17675314', '3266091', '张杰', '25871358', '36'}",1711257,1,{'竞价'},6,"{'36', '浙江富春江通信集团有限公司', '吴斌', '张忠梅', '深圳潇湘君秀投资企业(有限合伙)', '张杰'}",17,"{'浙江富春江通信集团有限公司', '130590955.4', '吴斌', '民生加银-西南证券鑫牛定向增发42号资产管理计划', '113557358', '张忠梅', '24130940.1', '1248799', '9226532.2', '191145988.1', '15369839', '深圳潇湘君秀投资企业(有限合伙)', '17675314', '3266091', '张杰', '25871358', '36'}"
8,"{'中国建材股份有限公司', '30900000', '103000000', '竞价', '3000000', '泰达宏利基金管理有限公司', '10000000', '12'}",572574,2,"{'30900000', '103000000'}",3,"{'泰达宏利基金管理有限公司', '竞价', '12'}",6,"{'中国建材股份有限公司', '竞价', '3000000', '泰达宏利基金管理有限公司', '10000000', '12'}"
4,"{'现金', '233639000', '36', '惠而浦(中国)投资有限公司'}",333921,1,{'233639000'},2,"{'现金', '36'}",3,"{'现金', '36', '惠而浦(中国)投资有限公司'}"
15,"{'郑建国', '8317983', '7089608', '18947587', '光明食品(集团)有限公司', '定价', '211981831', '上海大都市资产经营管理有限公司', '张智刚', '沈宏泽', '李艳', '2184847', '321277459', '529819', '上海农工商绿化有限公司'}",1762407,8,"{'8317983', '18947587', '7089608', '定价', '211981831', '2184847', '321277459', '529819'}",6,"{'郑建国', '上海大都市资产经营管理有限公司', '沈宏泽', '张智刚', '李艳', '上海农工商绿化有限公司'}",7,"{'郑建国', '光明食品(集团)有限公司', '上海大都市资产经营管理有限公司', '张智刚', '沈宏泽', '李艳', '上海农工商绿化有限公司'}"
4,"{'现金', '竞价', '步步高投资集团股份有限公司', '36'}",1848768,0,set(),4,"{'36', '竞价', '步步高投资集团股份有限公司', '现金'}",4,"{'竞价', '现金', '36', '步步高投资集团股份有限公司'}"
3,"{'上海均瑶(集团)有限公司', '现金', '36'}",2140630,0,set(),2,"{'现金', '36'}",3,"{'上海均瑶(集团)有限公司', '现金', '36'}"
19,"{'现金', '博时资本管理有限公司', '上海兴瀚资产管理有限公司', '217510259', '1015391705', '1559999995', '12', '定价', '138904474', '东方集团投资控股有限公司', '339309850', '1589999993', '2057253300', '申万宏源证券有限公', '281430000', '创金合信基金管理有限公司', '36', '2480355004', '213406292'}",4923893,3,"{'1559999995', '1015391705', '2480355004'}",8,"{'36', '现金', '博时资本管理有限公司', '上海兴瀚资产管理有限公司', '定价', '东方集团投资控股有限公司', '申万宏源证券有限公', '12'}",16,"{'现金', '博时资本管理有限公司', '上海兴瀚资产管理有限公司', '217510259', '12', '定价', '138904474', '东方集团投资控股有限公司', '339309850', '1589999993', '2057253300', '申万宏源证券有限公', '281430000', '创金合信基金管理有限公司', '36', '213406292'}"
6,"{'现金', '天通高新集团有限公司', '50000000', '10000000', '36', '杜海利'}",1166058,1,{'10000000'},4,"{'现金', '天通高新集团有限公司', '36', '杜海利'}",5,"{'现金', '天通高新集团有限公司', '50000000', '36', '杜海利'}"
27,"{'13214505', '143999994.2', '8850645', '2028272', '10141364', '3073140', '财通基金管理有限公司', '竞价', '294999993.1', '鹏华基金管理有限公司', '79999996.75', '4917025', '北信瑞丰基金管理有限公司', '18131530', '博时基金管理有限公司', '49999987.8', '214999996.4', '富国基金管理有限公司', '华商基金管理有限公司', '华融证券股份有限公司', '17701290', '164999992.3', '32999985.44', '287999988.3', '嘉实基金管理有限公司', '安徽高新毅达皖江产业发展创业投资基金(有限合伙)', '12'}",18887429,15,"{'164999992.3', '10141364', '79999996.75', '18131530', '3073140', '13214505', '32999985.44', '287999988.3', '49999987.8', '214999996.4', '竞价', '294999993.1', '143999994.2', '8850645', '2028272'}",9,"{'北信瑞丰基金管理有限公司', '博时基金管理有限公司', '嘉实基金管理有限公司', '财通基金管理有限公司', '鹏华基金管理有限公司', '富国基金管理有限公司', '华商基金管理有限公司', '华融证券股份有限公司', '12'}",12,"{'北信瑞丰基金管理有限公司', '博时基金管理有限公司', '4917025', '嘉实基金管理有限公司', '财通基金管理有限公司', '安徽高新毅达皖江产业发展创业投资基金(有限合伙)', '富国基金管理有限公司', '鹏华基金管理有限公司', '华商基金管理有限公司', '华融证券股份有限公司', '12', '17701290'}"
28,"{'3754367', '285980000', '青岛煜明投资中心(有限合伙)', '7000000', '110600000', '59318998.6', '8000000', '兴业全球基金管理有限公司', '定价', '招商基金管理有限公司', '财通基金管理有限公司', '宝盈基金管理有限公司', '126400000', '9000000', '东海瑞京资产管理(上海)有限公司', '36', '民生加银基金管理有限公司', '142200000', '18100000', '7700000', '120001000', '兴证证券资产管理有限公司', '123240000', '7595000', '天弘基金管理有限公司', '121660000', '7800000', '12'}",308667,12,"{'3754367', '120001000', '285980000', '123240000', '7000000', '110600000', '142200000', '121660000', '7800000', '59318998.6', '126400000', '7700000'}",9,"{'民生加银基金管理有限公司', '兴证证券资产管理有限公司', '兴业全球基金管理有限公司', '12', '定价', '招商基金管理有限公司', '天弘基金管理有限公司', '宝盈基金管理有限公司', '36'}",16,"{'东海瑞京资产管理(上海)有限公司', '36', '民生加银基金管理有限公司', '兴证证券资产管理有限公司', '兴业全球基金管理有限公司', '定价', '招商基金管理有限公司', '青岛煜明投资中心(有限合伙)', '财通基金管理有限公司', '7595000', '天弘基金管理有限公司', '9000000', '宝盈基金管理有限公司', '18100000', '8000000', '12'}"
12,"{'150000000', '现金', '31250000', '350000000', '1000000000', '竞价', '万永兴', '上海豫辉投资管理中心(有限合伙)', '89285714', '13392857', '刘轶', '36'}",1685132,3,"{'150000000', '竞价', '350000000'}",4,"{'万永兴', '现金', '刘轶', '36'}",9,"{'现金', '31250000', '1000000000', '万永兴', '上海豫辉投资管理中心(有限合伙)', '89285714', '13392857', '刘轶', '36'}"
7,"{'现金', '鹏华资产管理有限公司', '15292096', '定价', '华信期货股份有限公司', '56707904', '12'}",16945791,0,set(),4,"{'华信期货股份有限公司', '定价', '12', '鹏华资产管理有限公司'}",7,"{'现金', '鹏华资产管理有限公司', '15292096', '定价', '华信期货股份有限公司', '56707904', '12'}"
8,"{'现金', '16402116', '123999997', '东海基金管理有限责任公司', '黄建新', '竞价', '屠榕皓', '12'}",19351874,2,"{'竞价', '123999997'}",3,"{'黄建新', '现金', '12'}",6,"{'现金', '16402116', '东海基金管理有限责任公司', '黄建新', '屠榕皓', '12'}"
5,"{'定价', '73690000', '资产', '许继集团有限公司', '36'}",1360468,1,{'73690000'},4,"{'资产', '定价', '许继集团有限公司', '36'}",4,"{'资产', '定价', '许继集团有限公司', '36'}"
5,"{'现金', '指点投资', '丰实基金', '中电投集团', '36'}",679551,0,set(),5,"{'现金', '指点投资', '丰实基金', '中电投集团', '36'}",5,"{'现金', '指点投资', '丰实基金', '中电投集团', '36'}"
10,"{'任颂柳', '现金', '郑康定', '5700000', '15000000', '宁波汇峰投资控股股份有限公司', '6300000', '30000000', '36', '任伟达'}",213963,4,"{'6300000', '5700000', '15000000', '30000000'}",6,"{'郑康定', '任颂柳', '现金', '宁波汇峰投资控股股份有限公司', '36', '任伟达'}",6,"{'郑康定', '任颂柳', '现金', '宁波汇峰投资控股股份有限公司', '36', '任伟达'}"
21,"{'4000000', '3000000', '现金', 'Fortis Bank SA/NV', '9800000', '深圳市天威盛电力设备有限公司', '2700000', '9000000', '北新物流有限公司', '36', '深圳市柏越实业有限公司', '1500000', '中国电力财务有限公司', '甘肃省信托投资有限责任公司', 'Bill& Melinda Gates Foundation', 'Martin Currie Investment Management Limited', '保定天威集团有限公司', '2000000', '1000000', '12', '海富通基金管理有限公司'}",481901,11,"{'现金', 'Bill& Melinda Gates Foundation', '4000000', '2000000', '9000000', '1500000', '3000000', '9800000', '2700000', '1000000', '36'}",3,"{'12', 'Fortis Bank SA/NV', 'Martin Currie Investment Management Limited'}",10,"{'甘肃省信托投资有限责任公司', 'Fortis Bank SA/NV', '12', 'Martin Currie Investment Management Limited', '保定天威集团有限公司', '深圳市柏越实业有限公司', '中国电力财务有限公司', '深圳市天威盛电力设备有限公司', '北新物流有限公司', '海富通基金管理有限公司'}"
16,"{'招商财富资产管理有限公司', '上银瑞金资产管理有限公司', '490000000', '现金', '14000000', '东海基金管理有限责任公司', '5714285', '财通基金管理有限公司', '110000030', '竞价', '499999990', '3142858', '14285714', '汇添富基金管理股份有限公司', '12', '199999975'}",1642445,9,"{'490000000', '14000000', '5714285', '110000030', '竞价', '499999990', '3142858', '14285714', '199999975'}",2,"{'现金', '12'}",7,"{'招商财富资产管理有限公司', '上银瑞金资产管理有限公司', '现金', '东海基金管理有限责任公司', '财通基金管理有限公司', '汇添富基金管理股份有限公司', '12'}"
9,"{'现金', '5400000000', '定价', '435506000', '中江定增1号', '拉萨昆吾', '6164494000', '九鼎投资', '36'}",1771944,3,"{'6164494000', '435506000', '5400000000'}",5,"{'现金', '定价', '拉萨昆吾', '九鼎投资', '36'}",6,"{'现金', '定价', '中江定增1号', '拉萨昆吾', '九鼎投资', '36'}"
6,"{'1599999996', '现金', '浙江航民实业集团有限公司', '竞价', '266222961', '12'}",4932851,2,"{'1599999996', '竞价'}",3,"{'浙江航民实业集团有限公司', '现金', '12'}",4,"{'浙江航民实业集团有限公司', '现金', '12', '266222961'}"
19,"{'新余市君创铭石投资中心(有限合伙)', '现金', '广东恒润互兴资产管理有限公司', '23406655', '无锡天乐润点投资管理合伙企业(有限合伙)', '定价', '18725324', '276666700', '61333300', '9362662', '221333300', '新余市咸城信阳投资中心(有限合伙)', '朱洁', '6768189', '80000000', '5188945', '36', '新余高新区逸帆投资管理中心(有限合伙)', '110666700'}",1763580,4,"{'221333300', '61333300', '276666700', '110666700'}",5,"{'现金', '广东恒润互兴资产管理有限公司', '定价', '朱洁', '36'}",15,"{'新余市君创铭石投资中心(有限合伙)', '现金', '广东恒润互兴资产管理有限公司', '23406655', '无锡天乐润点投资管理合伙企业(有限合伙)', '定价', '18725324', '9362662', '新余市咸城信阳投资中心(有限合伙)', '朱洁', '6768189', '80000000', '5188945', '36', '新余高新区逸帆投资管理中心(有限合伙)'}"
15,"{'8700000', '现金', '11100000', '华鑫国际信托有限公司', '宁波瑞林股权投资合伙企业(有限合伙)', '中航证券有限公司', '13800000', '15700000', '西藏自治区投资有限公司', '竞价', '5200000', '长城证券有限责任公司', '北京安泰汇银投资管理有限公司', '12', '太平资产管理有限公司'}",1224157,2,"{'竞价', '5200000'}",8,"{'现金', '华鑫国际信托有限公司', '中航证券有限公司', '西藏自治区投资有限公司', '长城证券有限责任公司', '北京安泰汇银投资管理有限公司', '12', '太平资产管理有限公司'}",13,"{'8700000', '现金', '11100000', '华鑫国际信托有限公司', '宁波瑞林股权投资合伙企业(有限合伙)', '中航证券有限公司', '13800000', '15700000', '西藏自治区投资有限公司', '长城证券有限责任公司', '北京安泰汇银投资管理有限公司', '12', '太平资产管理有限公司'}"
22,"{'499935397.5', '799999969.3', '安徽省铁路建设投资基金有限公司', '10282286', '安徽国元控股(集团)有限责任公司', '嘉华优势(天津)投资企业(有限合伙)', '35281256', '现金', '定价', '143952011', '145699992.6', '2039799996', '72849982.14', '36', '60', '56457302', '5141142', '广东省高速公路发展股份有限公司', '建安投资控股集团有限公司', '51411432', '728499991.4', '安徽全柴集团有限公司'}",14761835,3,"{'72849982.14', '2039799996', '安徽国元控股(集团)有限责任公司'}",8,"{'36', '现金', '广东省高速公路发展股份有限公司', '安徽省铁路建设投资基金有限公司', '定价', '建安投资控股集团有限公司', '60', '安徽全柴集团有限公司'}",19,"{'35281256', '499935397.5', '5141142', '现金', '广东省高速公路发展股份有限公司', '安徽全柴集团有限公司', '799999969.3', '安徽省铁路建设投资基金有限公司', '定价', '60', '建安投资控股集团有限公司', '143952011', '51411432', '728499991.4', '10282286', '56457302', '145699992.6', '嘉华优势(天津)投资企业(有限合伙)', '36'}"
4,"{'Holchin B.V.', '竞价', '现金', '36'}",391443,0,set(),3,"{'Holchin B.V.', '竞价', '现金'}",4,"{'Holchin B.V.', '竞价', '现金', '36'}"
12,"{'现金', '1000000000', '21720243', '竞价', '43440486', '65160729', '1500000000', '500000000', '京京国瑞国企改革发展基金(有限合伙)', '三胞集团南京投资管理有限公司', '上海懿兆实业投资有限公司', '36'}",2332291,3,"{'1000000000', '竞价', '1500000000'}",4,"{'三胞集团南京投资管理有限公司', '现金', '上海懿兆实业投资有限公司', '36'}",9,"{'现金', '21720243', '43440486', '65160729', '500000000', '京京国瑞国企改革发展基金(有限合伙)', '三胞集团南京投资管理有限公司', '上海懿兆实业投资有限公司', '36'}"
20,"{'孙军', '李鹏', '刘夷', '1100000', '丰琪投资', '定价', '1600000', '9776000', '95891980', '翁祖翔', '6110000', '585899997.8', '魏立平', '薛建', '6721000', '宋克均', '聂慧', '刘晓鸣', '1000000', '36'}",120485,0,set(),12,"{'孙军', '36', '刘夷', '李鹏', '丰琪投资', '定价', '翁祖翔', '宋克均', '薛建', '聂慧', '刘晓鸣', '魏立平'}",20,"{'孙军', '36', '刘夷', '李鹏', '1100000', '丰琪投资', '定价', '1600000', '9776000', '95891980', '翁祖翔', '6110000', '585899997.8', '薛建', '6721000', '宋克均', '聂慧', '刘晓鸣', '1000000', '魏立平'}"
18,"{'1142857', '49999985', '39999995', '现金', '714285', '浙江浙商证券资产管理有限公司', '拉萨经济技术开发区天合宇通投资基金管理有限公司', '24999975', '上银瑞金资本管理有限公司', '1714285', '定价', '博时基金管理有限公司', '深圳市国能金汇资产管理有限公司', '1428571', '40000065', '59999975', '1142859', '12'}",1685348,0,set(),8,"{'现金', '拉萨经济技术开发区天合宇通投资基金管理有限公司', '浙江浙商证券资产管理有限公司', '上银瑞金资本管理有限公司', '定价', '博时基金管理有限公司', '深圳市国能金汇资产管理有限公司', '12'}",18,"{'1142857', '49999985', '39999995', '现金', '714285', '浙江浙商证券资产管理有限公司', '拉萨经济技术开发区天合宇通投资基金管理有限公司', '24999975', '上银瑞金资本管理有限公司', '1714285', '博时基金管理有限公司', '定价', '深圳市国能金汇资产管理有限公司', '1428571', '40000065', '59999975', '1142859', '12'}"
4,"{'竞价', '美克集团', '36', '600000000'}",12036322,1,{'600000000'},3,"{'竞价', '美克集团', '36'}",3,"{'竞价', '美克集团', '36'}"
14,"{'现金', '董建新', '万跃龙', '吕平', '10000000', '800000', '张泉', '5200000', '恒健通', '当代科技', '邓勇', '刘冬燕', '36', '刘丹军'}",725624,2,"{'800000', '5200000'}",11,"{'现金', '董建新', '万跃龙', '吕平', '张泉', '恒健通', '当代科技', '邓勇', '刘冬燕', '36', '刘丹军'}",12,"{'现金', '董建新', '万跃龙', '吕平', '10000000', '张泉', '恒健通', '当代科技', '邓勇', '刘冬燕', '36', '刘丹军'}"
15,"{'甘肃兴陇资本管理有限公司', '373898000', '125163989.3', '499578000', '125680000', '财通基金管理有限公司', '31800000', '竞价', '23800000', '7967154', '8000000', '兰州永新大贸贸易有限责任公司', '八冶建设集团有限公司', '12', '华融证券股份有限公司'}",1861043,1,{'竞价'},1,{'12'},14,"{'甘肃兴陇资本管理有限公司', '373898000', '125163989.3', '499578000', '125680000', '财通基金管理有限公司', '31800000', '23800000', '7967154', '8000000', '兰州永新大贸贸易有限责任公司', '八冶建设集团有限公司', '12', '华融证券股份有限公司'}"
10,"{'3210571', '现金', '1104362', '平安资管', '平安养老险', '1380452', '久远银海1号定向资管计划', '1206877', '广发恒定24号集合资管计划', '36'}",2098779,4,"{'3210571', '1206877', '1104362', '1380452'}",4,"{'平安养老险', '现金', '36', '平安资管'}",6,"{'现金', '平安资管', '平安养老险', '久远银海1号定向资管计划', '广发恒定24号集合资管计划', '36'}"
4,"{'322761557', '定价', '36', '上海建工(集团)总公司'}",1497042,1,{'定价'},1,{'36'},3,"{'322761557', '36', '上海建工(集团)总公司'}"
